	Protein	Protein ID	Protein entry name	Gene name	Protein length	Organism	Protein Existence	Protein name	Protein Probability	Top Peptide Probability	Total peptides	Spectral count Combined	Unique spectral count Combined	Total spectral count Combined	Spectral count Ctrl_untreated_1	Spectral count Ctrl_untreated_2	Spectral count Ctrl_untreated_3	Spectral count GFP_Atg8_untreated_1	Spectral count GFP_Atg8_untreated_2	Spectral count GFP_Atg8_untreated_3	Unique spectral count Ctrl_untreated_1	Unique spectral count Ctrl_untreated_2	Unique spectral count Ctrl_untreated_3	Unique spectral count GFP_Atg8_untreated_1	Unique spectral count GFP_Atg8_untreated_2	Unique spectral count GFP_Atg8_untreated_3	Total spectral count Ctrl_untreated_1	Total spectral count Ctrl_untreated_2	Total spectral count Ctrl_untreated_3	Total spectral count GFP_Atg8_untreated_1	Total spectral count GFP_Atg8_untreated_2	Total spectral count GFP_Atg8_untreated_3	Intensity Ctrl_untreated_1	Intensity Ctrl_untreated_2	Intensity Ctrl_untreated_3	Intensity GFP_Atg8_untreated_1	Intensity GFP_Atg8_untreated_2	Intensity GFP_Atg8_untreated_3	LFQ intensity Ctrl_untreated_1	LFQ intensity Ctrl_untreated_2	LFQ intensity Ctrl_untreated_3	LFQ intensity GFP_Atg8_untreated_1	LFQ intensity GFP_Atg8_untreated_2	LFQ intensity GFP_Atg8_untreated_3	Indistinguishable Proteins	Protein reported by software	Representative protein	Potential contaminant	Leading proteins	Leading potential contaminants	Molecular weight [kDa]	Fasta header	iBAQ peptides	iBAQ intensity Ctrl_untreated_1	iBAQ intensity Ctrl_untreated_2	iBAQ intensity Ctrl_untreated_3	iBAQ intensity GFP_Atg8_untreated_1	iBAQ intensity GFP_Atg8_untreated_2	iBAQ intensity GFP_Atg8_untreated_3	Sequence coverage	Valid	Expression Ctrl_untreated_1	Expression Ctrl_untreated_2	Expression Ctrl_untreated_3	Expression GFP_Atg8_untreated_1	Expression GFP_Atg8_untreated_2	Expression GFP_Atg8_untreated_3	Missing total	Missing Ctrl_untreated	Missing GFP_Atg8_untreated	Missing Ctrl_untreated_1	Missing Ctrl_untreated_2	Missing Ctrl_untreated_3	Missing GFP_Atg8_untreated_1	Missing GFP_Atg8_untreated_2	Missing GFP_Atg8_untreated_3	Events total	Events Ctrl_untreated	Events GFP_Atg8_untreated	Expression Ctrl_untreated	Expression GFP_Atg8_untreated	P-value GFP_Atg8_untreated vs Ctrl_untreated	Adjusted p-value GFP_Atg8_untreated vs Ctrl_untreated	Average expression GFP_Atg8_untreated vs Ctrl_untreated	Ratio [log2] GFP_Atg8_untreated vs Ctrl_untreated
78	sp|P0CX29|RS23A_YEAST	P0CX29	RS23A_YEAST	RPS23A	145	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S23-A	1.0	0.999	4	20	0	20	3	3	4	4	3	3	0	0	0	0	0	0	3	3	4	4	3	3	72103600.0	60500908.0	72784110.0	70494670.0	106087920.0	89632300.0	44753270.0	40182556.0	50275172.0	50950428.0	79214640.0	62731336.0	sp|P0CX30|RS23B_YEAST	P0CX29	P0CX29	False	P0CX29;P0CX30	False;False	16.03	sp|P0CX29|RS23A_YEAST 40S ribosomal protein S23-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS23A PE=1 SV=1	7	70980177.99372967	57716013.98257428	75613996.8387743	68625870.00542668	113646941.18430793	88433927.94326164	20.7	True	25.715344694111188	25.722884301291973	25.39433216705016	25.64338472771478	25.743585189047565	25.78390509421367	0	0	0	False	False	False	False	False	False	6	3	3	25.610853720817772	25.723625003658668	0.40575230417105307	0.9841555191928069	25.66723936223822	0.11277128284089599
79	sp|P0CX31|RS24A_YEAST	P0CX31	RS24A_YEAST	RPS24A	135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S24-A	1.0	0.999	10	81	0	81	14	13	15	13	13	13	0	0	0	0	0	0	14	13	15	13	13	13	100707730.0	107919290.0	194100320.0	146191260.0	229692370.0	129701510.0	28034036.0	28263732.0	47831050.0	35703940.0	59780610.0	34837930.0	sp|P0CX32|RS24B_YEAST	P0CX31	P0CX31	False	P0CX31;P0CX32	False;False	15.32	sp|P0CX31|RS24A_YEAST 40S ribosomal protein S24-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS24A PE=1 SV=1	6	115661742.74518721	120110315.1333597	235254890.29632875	166035051.1436461	287068258.80382997	149295320.85774437	63.0	True	25.040531055103042	25.21526693951871	25.322433516902684	25.130373749444395	25.3374957217138	24.935377710349233	0	0	0	False	False	False	False	False	False	6	3	3	25.192743837174813	25.13441572716914	0.7008255560031519	0.9841555191928069	25.16357978217198	-0.05832811000567162
80	sp|P0CX33|RS30A_YEAST	P0CX33	RS30A_YEAST	RPS30A	63	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S30-A	1.0	0.999	5	21	0	21	4	3	4	3	4	3	0	0	0	0	0	0	4	3	4	3	4	3	29129236.0	23054872.0	26984408.0	30067324.0	32811174.0	29337266.0	8776262.0	7604086.0	8259727.5	9529881.0	10877233.0	10344823.0	sp|P0CX34|RS30B_YEAST	P0CX33	P0CX33	False	P0CX33;P0CX34	False;False	7.11	sp|P0CX33|RS30A_YEAST 40S ribosomal protein S30-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS30A PE=1 SV=1	3	66909227.33728277	51318498.134657316	65411679.31872936	68297238.53659347	82014449.06062397	67538404.76581952	46.0	True	23.365030094712743	23.32116171856761	22.788652145812257	23.22482056654037	22.879129707328897	23.183627766800615	0	0	0	False	False	False	False	False	False	6	3	3	23.158281319697537	23.095859346889963	0.7729781889485035	0.9841555191928069	23.12707033329375	-0.06242197280757367
81	sp|P0CX35|RS4A_YEAST	P0CX35	RS4A_YEAST	RPS4A	261	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S4-A	1.0	0.999	14	65	0	65	9	8	15	9	15	9	0	0	0	0	0	0	9	8	15	9	15	9	82360640.0	66807956.0	210198880.0	124304800.0	263688900.0	118987970.0	20976532.0	16717900.0	39927104.0	25287476.0	49819350.0	26223354.0	sp|P0CX36|RS4B_YEAST	P0CX35	P0CX35	False	P0CX35;P0CX36	False;False	29.39	sp|P0CX35|RS4A_YEAST 40S ribosomal protein S4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS4A PE=1 SV=1	16	35471365.34110505	27883075.798736826	95537544.29953639	52941657.96590892	123583850.52510218	51361238.467930116	49.4	True	24.622127774371023	24.4577086012178	25.06185448874903	24.63271350771187	25.074524302053288	24.525571025788153	0	0	0	False	False	False	False	False	False	6	3	3	24.713896954779287	24.744269611851106	0.8962960928432049	0.9841555191928069	24.729083283315198	0.03037265707181902
82	sp|P0CX37|RS6A_YEAST	P0CX37	RS6A_YEAST	RPS6A	236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S6-A	1.0	0.999	9	49	0	49	6	6	9	7	12	9	0	0	0	0	0	0	6	6	9	7	12	9	190507500.0	162583340.0	338703780.0	236397440.0	391679200.0	235480160.0	37573972.0	30785566.0	65244860.0	46111844.0	77443370.0	47730420.0	sp|P0CX38|RS6B_YEAST	P0CX37	P0CX37	False	P0CX37;P0CX38	False;False	26.98	sp|P0CX37|RS6A_YEAST 40S ribosomal protein S6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS6A PE=1 SV=1	8	164096858.22549632	135712087.72894657	307888675.5835276	201364266.10229817	367138879.9952641	203290343.59063926	36.4	True	25.463085227533032	25.338569058005618	25.770350305227836	25.499427822052535	25.710959837212272	25.389627837239807	0	0	0	False	False	False	False	False	False	6	3	3	25.524001530255493	25.533338498834876	0.954193675033624	0.9841555191928069	25.528670014545185	0.009336968579383154
83	sp|P0CX39|RS8A_YEAST	P0CX39	RS8A_YEAST	RPS8A	200	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S8-A	1.0	0.999	7	45	0	45	8	7	7	7	8	8	0	0	0	0	0	0	8	7	7	7	8	8	62807604.0	49486980.0	64230880.0	55686760.0	93391096.0	71760760.0	17275776.0	13798226.0	18822738.0	15726926.0	25565606.0	21263388.0	sp|P0CX40|RS8B_YEAST	P0CX39	P0CX39	False	P0CX39;P0CX40	False;False	22.48	sp|P0CX39|RS8A_YEAST 40S ribosomal protein S8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS8A PE=1 SV=1	8	54100392.31563648	41307930.88148284	58387185.9202885	47434200.46771578	87539758.0136249	61951162.071256466	33.0	True	24.342102109674943	24.180797760504134	23.97696255596841	23.947527169926268	24.112022327066295	24.223090292782466	0	0	0	False	False	False	False	False	False	6	3	3	24.16662080871583	24.094213263258343	0.6286564664791694	0.9841555191928069	24.130417035987087	-0.07240754545748729
84	sp|P0CX41|RL23A_YEAST	P0CX41	RL23A_YEAST	RPL23A	137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L23-A	1.0	0.999	4	14	0	14	2	2	4	0	5	1	0	0	0	0	0	0	2	2	4	0	5	1	8977082.0	10642457.0	27062848.0	14891424.0	32922472.0	7624802.0	4489747.0	3846313.2	7489712.5	5265483.0	9062597.0	5368143.0	sp|P0CX42|RL23B_YEAST	P0CX41	P0CX41	False	P0CX41;P0CX42	False;False	14.46	sp|P0CX41|RL23A_YEAST 60S ribosomal protein L23-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL23A PE=1 SV=1	9	6873387.963939151	7896449.677428568	21867274.05479881	11275176.301883433	27430882.77176366	5851112.867109365	26.3	True	22.398057649689317	22.33786311416409	22.647468300391246	22.36892824226466	22.615814540251613	22.23721381450331	0	0	0	False	False	False	False	False	False	6	3	3	22.461129688081552	22.407318865673194	0.7605609211576955	0.9841555191928069	22.434224276877373	-0.05381082240835866
85	sp|P0CX43|RL1A_YEAST	P0CX43	RL1A_YEAST	RPL1A	217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L1-A	1.0	0.999	2	7	0	7	0	1	2	1	2	1	0	0	0	0	0	0	0	1	2	1	2	1	1276768.8	1473659.0	3386043.5	9397478.0	5261105.0	2281894.5	0.0	0.0	0.0	0.0	0.0	0.0	sp|P0CX44|RL1B_YEAST	P0CX43	P0CX43	False	P0CX43;P0CX44	False;False	24.47	sp|P0CX43|RL1A_YEAST 60S ribosomal protein L1-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL1A PE=1 SV=1	9	977570.1394565665	1093419.8874554723	2735984.814900862	7115385.422043649	4383533.366052818	1751077.8995095338	9.7	False							6	3	3	True	True	True	True	True	True	0	0	0						
86	sp|P0CX45|RL2A_YEAST	P0CX45	RL2A_YEAST	RPL2A	254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L2-A	1.0	0.999	15	98	0	98	18	16	16	12	18	18	0	0	0	0	0	0	18	16	16	12	18	18	172542030.0	172150610.0	227254270.0	172466380.0	300264100.0	245837230.0	47935870.0	44391388.0	63154816.0	47289490.0	81754616.0	63812516.0	sp|P0CX46|RL2B_YEAST	P0CX45	P0CX45	False	P0CX45;P0CX46	False;False	27.39	sp|P0CX45|RL2A_YEAST 60S ribosomal protein L2-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL2A PE=1 SV=1	11	108088724.86709289	104507716.41473974	150239118.21818066	106841846.23694456	204691864.48647675	154350266.37124145	57.5	True	25.814457210459338	25.866594783499526	25.723378808680042	25.535810045106725	25.78911829323871	25.808558223638535	0	0	0	False	False	False	False	False	False	6	3	3	25.801476934212968	25.71116218732799	0.45895470052140375	0.9841555191928069	25.75631956077048	-0.09031474688497809
87	sp|P0CX47|RS11A_YEAST	P0CX47	RS11A_YEAST	RPS11A	156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S11-A	1.0	0.999	6	27	0	27	4	4	5	3	7	4	0	0	0	0	0	0	4	4	5	3	7	4	42915404.0	38460850.0	73985710.0	50958450.0	105343256.0	56413572.0	12682312.0	11693167.0	20489644.0	14402232.0	29430366.0	16693021.0	sp|P0CX48|RS11B_YEAST	P0CX47	P0CX47	False	P0CX47;P0CX48	False;False	17.74	sp|P0CX47|RS11A_YEAST 40S ribosomal protein S11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS11A PE=1 SV=1	10	29572727.43961429	25683331.388467498	53803621.00241564	34725285.97927509	78994452.64981012	38961530.97587591	42.9	True	23.896169368482358	23.941980690028334	24.099380973076723	23.820582874240273	24.315123587334867	23.873963874295065	0	0	0	False	False	False	False	False	False	6	3	3	23.97917701052914	24.003223445290065	0.8904735078167223	0.9841555191928069	23.9912002279096	0.02404643476092616
88	sp|P0CX49|RL18A_YEAST	P0CX49	RL18A_YEAST	RPL18A	186	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L18-A	1.0	0.999	6	37	0	37	6	6	7	7	7	4	0	0	0	0	0	0	6	6	7	7	7	4	56703000.0	46414932.0	88185200.0	64346628.0	123973770.0	76712110.0	33187154.0	25172634.0	46326916.0	30666938.0	66021428.0	33074198.0	sp|P0CX50|RL18B_YEAST	P0CX49	P0CX49	False	P0CX49;P0CX50	False;False	20.55	sp|P0CX49|RL18A_YEAST 60S ribosomal protein L18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL18A PE=1 SV=1	11	35521518.82146493	28177178.98801188	58299748.06587311	39862334.529442035	84513673.55843619	48164123.116746694	32.8	True	25.283976508930678	25.048171149229535	25.27633669962673	24.910974587276772	25.4807524468363	24.86042497963849	0	0	0	False	False	False	False	False	False	6	3	3	25.20282811926231	25.084050671250523	0.5689053004598804	0.9841555191928069	25.143439395256415	-0.11877744801178736
89	sp|P0CX51|RS16A_YEAST	P0CX51	RS16A_YEAST	RPS16A	143	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S16-A	1.0	0.999	12	70	0	70	10	10	14	11	13	12	0	0	0	0	0	0	10	10	14	11	13	12	117964220.0	98713270.0	210266340.0	160640290.0	279534940.0	160739470.0	26133998.0	22215868.0	42402490.0	34360908.0	63321464.0	34962650.0	sp|P0CX52|RS16B_YEAST	P0CX51	P0CX51	False	P0CX51;P0CX52	False;False	15.84	sp|P0CX51|RS16A_YEAST 40S ribosomal protein S16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS16A PE=1 SV=1	10	81288381.33940662	65918606.2151322	152909128.89698657	109467223.00312676	209616736.94419998	111013283.10589649	61.5	True	24.939279440258403	24.86790547515035	25.14863504141214	25.075058622912568	25.420512714541594	24.940533344213275	0	0	0	False	False	False	False	False	False	6	3	3	24.985273318940298	25.14536822722248	0.36136033575148496	0.9841555191928069	25.06532077308139	0.16009490828218276
90	sp|P0CX53|RL12A_YEAST	P0CX53	RL12A_YEAST	RPL12A	165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L12-A	1.0	0.999	5	29	0	29	4	4	6	5	5	5	0	0	0	0	0	0	4	4	6	5	5	5	37432940.0	30922268.0	59042612.0	45517784.0	75071944.0	54454840.0	19035094.0	15830405.0	29335702.0	22975346.0	37226536.0	27288858.0	sp|P0CX54|RL12B_YEAST	P0CX53	P0CX53	False	P0CX53;P0CX54	False;False	17.81	sp|P0CX53|RL12A_YEAST 60S ribosomal protein L12-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL12A PE=1 SV=1	9	28660885.49161703	22943586.539645847	47707505.78487352	34464201.64190133	62549668.059932016	41787500.18694016	33.3	True	24.48201328837364	24.379013130309193	24.61714357075351	24.494377050288175	24.654149480311524	24.58303082704883	0	0	0	False	False	False	False	False	False	6	3	3	24.49272332981211	24.577185785882843	0.4721989547975882	0.9841555191928069	24.534954557847477	0.08446245607073166
91	sp|P0CX55|RS18A_YEAST	P0CX55	RS18A_YEAST	RPS18A	146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S18-A	1.0	0.999	10	57	0	57	11	7	12	7	9	11	0	0	0	0	0	0	11	7	12	7	9	11	99839240.0	94781210.0	151208000.0	114496530.0	191461580.0	139553820.0	17364382.0	16644502.0	24747932.0	19827400.0	32095132.0	24059070.0	sp|P0CX56|RS18B_YEAST	P0CX55	P0CX55	False	P0CX55;P0CX56	False;False	17.03	sp|P0CX55|RS18A_YEAST 40S ribosomal protein S18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS18A PE=1 SV=1	10	68798574.80307621	63292860.81378674	109960936.03120473	78022874.47684632	143572576.82986212	96381602.65284762	64.4	True	24.349482660051635	24.451360670906766	24.371794029773735	24.2817859691349	24.44017259787526	24.40129968233054	0	0	0	False	False	False	False	False	False	6	3	3	24.390879120244048	24.374419416446898	0.8727575755608654	0.9841555191928069	24.382649268345475	-0.016459703797149672
92	sp|P0CX82|RL19A_YEAST	P0CX82	RL19A_YEAST	RPL19A	189	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L19-A	1.0	0.999	10	82	0	82	13	15	12	13	15	14	0	0	0	0	0	0	13	15	12	13	15	14	372794940.0	306787740.0	323272260.0	354102940.0	471396030.0	471726050.0	97544040.0	86113220.0	88230744.0	94655750.0	136651340.0	131036700.0	sp|P0CX83|RL19B_YEAST	P0CX82	P0CX82	False	P0CX82;P0CX83	False;False	21.69	sp|P0CX82|RL19A_YEAST 60S ribosomal protein L19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL19A PE=1 SV=1	7	366986547.08449745	292666111.58170325	335841265.981042	344715739.9130941	504984138.58925927	465419134.78354836	40.2	True	26.83940532005636	26.822549700381348	26.205767505232874	26.536980609351094	26.530245805248253	26.846617830830173	0	0	0	False	False	False	False	False	False	6	3	3	26.62257417522353	26.63794808180984	0.9442707721040833	0.9841555191928069	26.630261128516686	0.01537390658630855
93	sp|P0CX84|RL35A_YEAST	P0CX84	RL35A_YEAST	RPL35A	120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L35-A	1.0	0.999	6	43	0	43	7	8	6	8	8	6	0	0	0	0	0	0	7	8	6	8	8	6	147390110.0	141463120.0	228597800.0	208913250.0	288098720.0	195191660.0	59385252.0	54220892.0	71052460.0	70996740.0	101825360.0	69144270.0	sp|P0CX85|RL35B_YEAST	P0CX84	P0CX84	False	P0CX84;P0CX85	False;False	13.9	sp|P0CX84|RL35A_YEAST 60S ribosomal protein L35-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL35A PE=1 SV=1	4	253913929.73515803	236165099.71871036	415600167.6940726	355906250.6370284	540096289.9682659	337018453.08264816	43.3	True	26.12345628421767	26.155163812384203	25.8933706545652	26.122043243212445	26.105843113230513	25.924328505806592	0	0	0	False	False	False	False	False	False	6	3	3	26.057330250389025	26.050738287416518	0.9571487663163021	0.9841555191928069	26.05403426890277	-0.006591962972507304
94	sp|P10081|IF4A_YEAST	P10081	IF4A_YEAST	TIF2	395	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	ATP-dependent RNA helicase eIF4A	1.0	0.999	6	18	18	18	2	4	4	2	3	3	2	4	4	2	3	3	2	4	4	2	3	3	14820232.0	14267747.0	19130988.0	12211346.0	15022866.0	22288538.0	4832831.0	4850267.0	5842698.0	5138183.5	6740969.0	8000952.5		P10081	P10081	False	P10081	False	44.67	sp|P10081|IF4A_YEAST ATP-dependent RNA helicase eIF4A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIF2 PE=1 SV=3	21	4863107.645426711	4536997.942531332	6624937.1653356245	3962541.863979631	5364427.193098389	7330181.05992538	13.7	True	22.50429204500982	22.67245103773441	22.289192680456622	22.333620781424123	22.188845999174656	22.812962471680635	0	0	0	False	False	False	False	False	False	6	3	3	22.488645254400286	22.445143084093136	0.8476092566056874	0.9841555191928069	22.46689416924671	-0.04350217030714987
95	sp|P10591|HSP71_YEAST	P10591	HSP71_YEAST	SSA1	642	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Heat shock protein SSA1	1.0	0.999	22	26	26	129	3	4	4	5	6	4	3	4	4	5	6	4	18	20	23	22	28	18	55160736.0	44248384.0	95720550.0	84518960.0	126253580.0	76124504.0	16513011.0	14150707.0	31428900.0	29392276.0	40011756.0	23853890.0		P10591	P10591	False	P10591	False	69.61	sp|P10591|HSP71_YEAST Heat shock protein SSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA1 PE=1 SV=4	35	10860259.014931658	8442320.73227832	19888443.68669408	16455675.760887615	27049890.65780216	15021345.879671797	11.2	True	24.276954800857908	24.217189099944942	24.71657783402525	24.849727541022308	24.75824204917167	24.38894336045088	0	0	0	False	False	False	False	False	False	6	3	3	24.403573911609367	24.66563765021495	0.2329286479536876	0.9841555191928069	24.53460578091216	0.2620637386055833
96	sp|P10592|HSP72_YEAST	P10592	HSP72_YEAST	SSA2	639	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Heat shock protein SSA2	1.0	0.999	24	144	40	144	21	22	27	24	31	19	6	6	8	7	8	5	21	22	27	24	31	19	262344860.0	242249970.0	465331460.0	392701200.0	587110140.0	359925340.0	37603532.0	33481028.0	64347160.0	56573692.0	83395576.0	52159040.0		P10592	P10592	False	P10592	False	69.43	sp|P10592|HSP72_YEAST Heat shock protein SSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA2 PE=1 SV=3	36	50216707.47591761	44935927.330117	93999073.58364177	74334315.91164796	122294503.16226064	69049786.08207509	43.7	True	25.464219770856165	25.459658789928035	25.7503625304549	25.79442178652418	25.817788956463577	25.517636122569787	0	0	0	False	False	False	False	False	False	6	3	3	25.55808036374637	25.709948955185848	0.31908328914243184	0.9841555191928069	25.63401465946611	0.15186859143947729
97	sp|P10622|RLA3_YEAST	P10622	RLA3_YEAST	RPP1B	106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S acidic ribosomal protein P1-beta	0.9643	0.999	1	2	2	2	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	784781.2	596274.3	1550015.5	671054.2	3916545.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0		P10622	P10622	False	P10622	False	10.66	sp|P10622|RLA3_YEAST 60S acidic ribosomal protein P1-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP1B PE=1 SV=3	3	1802625.5038348953	1327263.9966205016	3757322.2590267668	1524284.2618246605	9789753.984522652	0.0	15.1	False							6	3	3	True	True	True	True	True	True	0	0	0						
98	sp|P10659|METK1_YEAST	P10659	METK1_YEAST	SAM1	382	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	S-adenosylmethionine synthase 1	1.0	0.999	7	27	1	27	3	2	5	5	7	5	0	0	0	0	1	0	3	2	5	5	7	5	15325857.0	13516761.0	28020092.0	21358036.0	30106348.0	20845256.0	5973040.0	5663980.0	10483252.0	8636660.0	11921200.0	8432371.0		P10659	P10659	False	P10659	False	41.79	sp|P10659|METK1_YEAST S-adenosylmethionine synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAM1 PE=1 SV=2	20	5280474.486963989	4513101.661322012	10188335.088092137	7277143.51648895	11288024.368378673	7198295.184570683	20.7	True	22.809888882374395	22.89620304117753	23.132572378215368	23.082835863346094	23.011347569640666	22.88872905381897	0	0	0	False	False	False	False	False	False	6	3	3	22.94622143392243	22.994304162268577	0.742764128389432	0.9841555191928069	22.970262798095504	0.04808272834614513
99	sp|P10664|RL4A_YEAST	P10664	RL4A_YEAST	RPL4A	362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L4-A	1.0	0.999	10	6	6	39	1	1	1	1	1	1	1	1	1	1	1	1	6	6	6	5	11	5	8699271.0	5941750.5	15930603.0	10521885.0	25491534.0	8738553.0	5161124.0	3338917.2	9497624.0	6223150.5	14908500.0	5031583.0		P10664	P10664	False	P10664	False	39.07	sp|P10664|RL4A_YEAST 60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL4A PE=1 SV=4	18	3330339.668638701	2204318.693469282	6436108.676721684	3983370.1734348154	10619726.25911	3352890.9929869096	4.4	True	22.59910879208743	22.13376718725912	22.990124602607164	22.6100075039109	23.33395321336881	22.143803072679912	0	0	0	False	False	False	False	False	False	6	3	3	22.574333527317904	22.695921263319875	0.7564027374075954	0.9841555191928069	22.63512739531889	0.12158773600197037
100	sp|P10964|RPA1_YEAST	P10964	RPA1_YEAST	RPA190	1664	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA190	1.0	0.999	2	2	2	2	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.0	673108.5	1673318.4	0.0	2910223.5	602709.9	0.0	0.0	1441640.1	0.0	2818193.5	0.0		P10964	P10964	False	P10964	False	186.31	sp|P10964|RPA1_YEAST DNA-directed RNA polymerase I subunit RPA190 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPA190 PE=1 SV=2	94	0.0	47817.81182322006	129453.67740747551	0.0	232160.50849905208	44282.57697459427	1.4	False			20.270269006082117		20.93066068044839		4	2	2	True	True	False	True	False	True	2	1	1	20.270269006082117	20.93066068044839			20.600464843265254	0.6603916743662737
101	sp|P11484|SSB1_YEAST	P11484	SSB1_YEAST	SSB1	613	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Ribosome-associated molecular chaperone SSB1	1.0	0.999	26	7	7	165	1	2	1	1	1	1	1	2	1	1	1	1	26	27	32	26	33	21	18585828.0	14806309.0	23155790.0	20227190.0	26871610.0	17810266.0	0.0	0.0	0.0	0.0	0.0	0.0		P11484	P11484	False	P11484	False	66.56	sp|P11484|SSB1_YEAST Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB1 PE=1 SV=3	30	4269124.637884892	3295778.6137249423	5613090.010541792	4594559.929427035	6716798.032042236	4100167.187000021	2.1	False							6	3	3	True	True	True	True	True	True	0	0	0						
